NAME,0
1-2kg_Habrun,0
1-2kg_IS47,0
2-3kg_Habrun,11
2-3kg_IS47,0
3+kg_Habrun,0
3+kg_IS47,0
SMAELKI_Habrun,0
SMAELKI_IS47,0
