NAME,COUNT
"1-2kg_Hábrún","0"
"1-2kg_ÍS47","0"
"2-3kg_Hábrún","0"
"2-3kg_ÍS47","0"
"3+kg_Hábrún","0"
"3+kg_ÍS47","0"
"SMÆLKI_Hábrún","0"
"SMÆLKI_ÍS47","0"
